com.samsung.shealth.exercise.weather,6212007,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
,0,2020-11-11 22:46:27.581,43.692055,,WNW. 300,Fair,0,1,TWC,2020-11-11 22:46:27.584,2020-11-11 22:46:27.584,1,-79.56633,8.0,59,UTC-0500,im26HRLwRA,62b1ef15-737b-4fdc-923f-3ae0e2e48af4,com.sec.android.app.shealth,km/h,0,23.0,18,510c9740-49b2-4c9e-bd51-f529e324873a,
,0,2021-01-05 23:07:44.614,43.692,,N. 10,Cloudy,0,1,TWC,2021-01-05 23:07:44.621,2021-01-05 23:07:44.621,1,-79.56625,1.0,89,UTC-0500,im26HRLwRA,63093242-f34d-450b-b66f-74d3d10a1e4d,com.sec.android.app.shealth,km/h,0,8.0,3,cdc76998-97a9-455a-8294-fc7eed3afaef,
,0,2021-01-13 01:14:19.381,43.692028,,WSW. 240,Cloudy,0,1,TWC,2021-01-13 01:14:19.382,2021-01-13 01:14:19.382,1,-79.566284,-1.0,87,UTC-0500,im26HRLwRA,b1f3ed98-eaf1-48f0-a378-b373c5224ebe,com.sec.android.app.shealth,km/h,0,13.0,3,f233b50c-e603-4b33-a504-8da0d8e4655e,
,0,2020-09-03 00:02:41.929,43.692028,,W. 270,Partly Cloudy,0,1,TWC,2020-09-03 00:02:41.931,2020-09-03 00:02:41.931,1,-79.566284,24.0,47,UTC-0400,im26HRLwRA,a62387d4-2b6a-4b9a-9ea4-e3a0980d8b2a,com.sec.android.app.shealth,km/h,0,19.0,19,49aa0c81-d8ac-4874-ba94-39b00a6c6332,
,0,2021-01-23 20:36:03.312,43.683437,,WNW. 300,Fair,0,1,TWC,2021-01-23 20:36:03.316,2021-01-23 20:36:03.316,1,-79.5645,-5.0,47,UTC-0500,im26HRLwRA,721981de-612e-46f8-bcc5-4137a9aa16d5,com.sec.android.app.shealth,km/h,0,27.0,1,aba955b4-f96b-4988-91b9-8f518376d882,
,0,2020-09-14 23:40:31.764,43.68349,,NNW. 340,Clear,0,1,TWC,2020-09-14 23:40:31.764,2020-09-14 23:40:31.764,1,-79.56441,14.0,43,UTC-0400,im26HRLwRA,3558ce10-df1c-4ba1-8070-eaa22a4b27b0,com.sec.android.app.shealth,km/h,0,19.0,18,afa57a7b-1583-4afe-b130-7a481fa86cd6,
,0,2021-01-31 21:27:17.630,43.69207,,ENE. 60,Mostly Cloudy,0,1,TWC,2021-01-31 21:27:17.634,2021-01-31 21:27:17.634,1,-79.56633,-5.0,66,UTC-0500,im26HRLwRA,4bf340aa-c3ab-496e-9cd4-32575f1f4640,com.sec.android.app.shealth,km/h,0,27.0,3,ce8d2204-0fd3-4369-8142-2e5208adad38,
,0,2020-11-08 20:02:38.632,43.692085,,SSE. 160,Sunny,0,1,TWC,2020-11-08 20:02:38.642,2020-11-08 20:02:38.642,1,-79.56644,21.0,46,UTC-0500,im26HRLwRA,252b29be-154a-42d8-ae26-9cfae2a4b69a,com.sec.android.app.shealth,km/h,0,10.0,1,03a69a1f-0d77-47e2-9e1b-c4b0c37193d4,
,0,2021-03-04 13:29:54.794,43.69205,,N. 350,Snow Shower,0,1,TWC,2021-03-04 13:29:54.796,2021-03-04 13:29:54.796,1,-79.562416,-3.0,60,UTC-0500,im26HRLwRA,0084ec59-235c-4733-a478-a66ad63d84a6,com.sec.android.app.shealth,km/h,0,31.0,10,67ffba2c-cdb4-4c7b-8cf0-98c353d8ee5c,
,0,2021-03-10 13:20:40.075,43.692036,,E. 90,Partly Cloudy,0,1,TWC,2021-03-10 13:20:40.082,2021-03-10 13:20:40.082,1,-79.566246,3.0,84,UTC-0500,im26HRLwRA,78880db7-2eb8-40bb-8dae-1d8821d46dce,com.sec.android.app.shealth,km/h,0,5.0,2,270f6364-7b70-4523-ab4b-9034e02102e5,
,0,2020-10-14 23:05:31.361,43.692055,,S. 170,Cloudy,0,1,TWC,2020-10-14 23:05:31.369,2020-10-14 23:05:31.369,1,-79.566414,14.0,45,UTC-0400,im26HRLwRA,63ea5274-5fa6-4e10-b760-c3a9f2efad36,com.sec.android.app.shealth,km/h,0,18.0,3,77725e38-2025-4d6e-8ed6-ad1ce8e37b93,
,0,2020-11-09 23:19:07.414,43.691853,,ESE. 110,Clear,0,1,TWC,2020-11-09 23:19:07.421,2020-11-09 23:19:07.421,1,-79.566246,14.0,61,UTC-0500,im26HRLwRA,42eb2336-fab7-4827-847c-f6b2e3531870,com.sec.android.app.shealth,km/h,0,10.0,18,7b804e34-1b4c-4a33-8277-0e616f2fe658,
,0,2021-03-18 23:15:03.905,43.69205,,N. 10,Mostly Cloudy,0,1,TWC,2021-03-18 23:15:03.918,2021-03-18 23:15:03.918,1,-79.5663,5.0,34,UTC-0400,im26HRLwRA,e0e06923-5c80-4d1d-bfb7-72395bd4e1bb,com.sec.android.app.shealth,km/h,0,23.0,3,3312ce42-0eea-481b-b68a-fe873dca3597,
,0,2020-11-29 22:05:35.353,43.69204,,S. 190,Partly Cloudy,0,1,TWC,2020-11-29 22:05:35.355,2020-11-29 22:05:35.355,1,-79.566315,9.0,66,UTC-0500,im26HRLwRA,ef7f7042-b11c-497a-b341-d0c2b7e16876,com.sec.android.app.shealth,km/h,0,14.0,19,adf267d8-e16b-4c45-8ca3-f6e77fc4b35d,
,0,2020-11-24 23:42:14.306,43.692036,,E. 80,Cloudy,0,1,TWC,2020-11-24 23:42:14.307,2020-11-24 23:42:14.307,1,-79.56631,1.0,81,UTC-0500,im26HRLwRA,e698605d-001d-4b86-bdaa-a0a3f3509e19,com.sec.android.app.shealth,km/h,0,14.0,3,70e747af-21a3-4b1a-9b8b-0bec008367f6,
,0,2021-01-26 23:49:16.865,43.692036,,N. 0,Snow Shower,0,1,TWC,2021-01-26 23:49:16.868,2021-01-26 23:49:16.868,1,-79.566315,-3.0,85,UTC-0500,im26HRLwRA,270e3bdd-9bba-404b-933b-01c117cdde91,com.sec.android.app.shealth,km/h,0,26.0,10,36e9621f-7b28-4fd5-acc0-d6ea7d72afef,
